image_path,mean,variance,standard_deviation,5_percetile,10_percentile,50_percentile,90_percentile,95_percentile
./170/extracted_femur_handmade.png,155.4076914882284,2215.364308583632,47.06765671438968,58.30000000000001,84.0,164.0,209.0,215.0
./171/extracted_femur_handmade.png,155.79631612765047,2185.585842072692,46.75024964716971,59.0,83.0,164.0,209.0,215.0
./172/extracted_femur_handmade.png,137.90246475083413,2302.422367189453,47.983563510742435,59.0,72.0,139.0,203.0,208.0
./173/extracted_femur_handmade.png,166.59129082426128,2589.858462252902,50.8906520124561,70.0,89.0,176.0,225.10000000000036,232.54999999999927
./174/extracted_femur_handmade.png,138.3186018848934,3057.787229228365,55.29726240265756,38.0,58.0,143.0,210.0,222.0
./175/extracted_femur_handmade.png,172.515625,2989.813247922867,54.6791847774166,70.0,87.0,190.0,230.0,236.0
./176/extracted_femur_handmade.png,132.59542759051186,2130.9858998171667,46.16260282758292,50.0,67.0,137.0,190.0,196.0
./177/extracted_femur_handmade.png,143.11632913947386,2400.845446203179,48.9984228950604,50.10000000000002,69.0,150.0,204.0,209.0
./178/extracted_femur_handmade.png,105.48235644153526,1407.218805039269,37.5129151764998,40.0,51.0,111.0,151.0,156.0
./179/extracted_femur_handmade.png,113.26613802502787,1538.2790652363078,39.22090087231944,45.0,56.0,121.0,158.0,162.0
./180/extracted_femur_handmade.png,172.56451777513183,3482.549834735141,59.01313273107216,62.0,85.0,179.0,252.0,253.0
./181/extracted_femur_handmade.png,155.96030996030996,1952.660114362439,44.18891393055999,65.0,88.0,165.0,205.0,216.0
./182/extracted_femur_handmade.png,128.92183782305483,2790.728527621996,52.82734639958736,40.0,54.0,132.0,195.0,201.0
./183/extracted_femur_handmade.png,130.26919026769383,2678.0105604871587,51.74949816652485,44.0,57.0,133.0,195.0,201.0
./184/extracted_femur_handmade.png,141.9814757257413,1349.5369229667601,36.73604392101523,67.0,86.0,147.0,185.0,193.0
./185/extracted_femur_handmade.png,145.87240948813982,2962.19240979986,54.426026952184,48.0,64.0,153.0,213.0,220.0
